shipment_id,delivery_date,region,vehicle_type,traffic_level,distance_km,shipment_volume,promised_time_hours,delivery_time_hours,transportation_cost,on_time,delayed,distance_km_normalized,shipment_volume_normalized,delivery_time_hours_normalized,transportation_cost_normalized
SHP10342,2026-05-06,South,Truck,Low,431.6,3.0,10.93,13.98,1148.73,0,1,0.9595687331536388,0.1111111111111111,0.8486799742434,0.7329435968763129
SHP10343,2026-02-08,East,Van,High,226.3,3.0,9.52,10.75,956.17,0,1,0.4984276729559748,0.1111111111111111,0.6406954282034772,0.5934498196201156
SHP10344,2026-04-27,South,Van,Medium,268.0,11.0,8.46,8.72,933.4,0,1,0.5920934411500449,0.5555555555555556,0.5099806825499036,0.5769548398313556
SHP10345,2026-05-17,West,Truck,High,352.6,4.0,9.45,11.18,938.76,0,1,0.7821203953279425,0.16666666666666666,0.6683837733419189,0.5808377160574317
SHP10346,2026-03-11,South,Van,Medium,358.2,19.0,11.06,11.7,1238.36,0,1,0.7946990116801437,1.0,0.7018673535093368,0.7978731110821343
SHP10347,2026-02-16,West,Van,Low,425.8,17.0,12.22,11.72,1406.4,1,0,0.9465408805031447,0.8888888888888888,0.703155183515776,0.9196041784384462
SHP10348,2026-04-10,South,Bike,Low,115.5,14.0,5.71,2.41,665.44,1,0,0.24955076370170706,0.7222222222222222,0.1036703155183516,0.38284000521580386
SHP10349,2026-04-15,East,Bike,High,266.4,14.0,8.73,10.32,913.89,0,1,0.5884995507637016,0.7222222222222222,0.6130070830650355,0.5628214601353211
SHP10350,2026-01-17,North,Van,Low,44.6,12.0,4.09,4.04,395.62,1,0,0.09029649595687331,0.6111111111111112,0.20862846104314234,0.18737775459642714
SHP10351,2026-04-12,East,Van,High,278.0,2.0,7.76,9.08,772.49,0,1,0.61455525606469,0.05555555555555555,0.5331616226658081,0.46038886715637267
SHP10352,2026-01-28,North,Van,Low,226.3,8.0,4.37,6.04,514.82,0,1,0.4984276729559748,0.3888888888888889,0.3374114616870574,0.27372828559423945
SHP10353,2026-04-13,North,Bike,Medium,226.3,10.0,8.1,8.88,775.02,0,1,0.4984276729559748,0.5,0.5202833226014167,0.46222164268845706
SHP10354,2026-06-17,South,Bike,High,258.4,18.0,8.97,12.52,1025.0,0,1,0.5705300988319855,0.9444444444444444,0.754668383773342,0.6433114559337013
SHP10355,2026-04-07,South,Van,Low,210.8,5.0,6.72,6.77,611.84,0,1,0.4636118598382749,0.2222222222222222,0.38441725692208634,0.34401124295504265
SHP10356,2026-05-18,East,Bike,Low,236.1,10.0,7.72,8.56,790.88,0,1,0.520440251572327,0.5,0.4996780424983903,0.4737108995812868
SHP10357,2026-02-25,South,Van,High,344.2,7.0,9.58,12.0,986.84,0,1,0.7632524707996405,0.3333333333333333,0.7211848036059241,0.6156676953390997
SHP10358,2026-06-16,North,Van,Low,360.1,3.0,9.5,11.07,947.3,0,1,0.7989667565139263,0.1111111111111111,0.6613007083065037,0.5870242389997247
SHP10359,2026-05-27,South,Bike,Medium,222.5,2.0,6.65,7.25,621.48,0,1,0.48989218328840967,0.05555555555555555,0.415325177076626,0.3509946248243288
SHP10360,2026-06-15,South,Van,Medium,270.6,7.0,8.11,9.4,841.64,0,1,0.5979335130278527,0.3333333333333333,0.5537669027688346,0.5104823169759928
SHP10361,2026-05-14,East,Van,Low,419.2,2.0,10.58,11.16,1054.15,0,1,0.9317160826594788,0.05555555555555555,0.6670959433354798,0.664428217499022
SHP10362,2026-04-27,East,Van,Medium,55.6,2.0,3.31,3.16,212.51,1,0,0.11500449236298292,0.05555555555555555,0.15196394075981975,0.05472971994030801
SHP10363,2026-04-05,North,Truck,Medium,54.5,7.0,3.79,4.5,400.99,0,1,0.11253369272237196,0.3333333333333333,0.2382485511912428,0.19126787499456685
SHP10364,2026-06-17,East,Bike,Medium,41.3,4.0,3.23,5.86,316.74,0,1,0.08288409703504042,0.16666666666666666,0.32582099162910505,0.13023572535894873
SHP10365,2026-06-02,East,Bike,High,296.7,11.0,9.03,10.82,1008.68,0,1,0.6565588499550763,0.5555555555555556,0.6452028332260142,0.631488967125947
SHP10366,2026-03-17,West,Van,Low,189.5,1.0,5.89,5.99,485.57,0,1,0.4157681940700808,0.0,0.3341918866709595,0.252539082308283
SHP10367,2026-01-16,East,Van,Low,348.9,6.0,9.58,11.06,1009.03,0,1,0.7738095238095237,0.2777777777777778,0.6606567933032841,0.6317425131481722
SHP10368,2026-01-01,West,Bike,Medium,302.7,9.0,8.95,11.06,978.36,0,1,0.6700359389038634,0.4444444444444444,0.6606567933032841,0.6095246374291882
SHP10369,2026-02-12,North,Van,High,151.5,19.0,6.93,8.86,748.9,0,1,0.33041329739442943,1.0,0.5189954925949775,0.44329986525839954
SHP10370,2026-01-12,East,Bike,Low,404.5,13.0,11.39,9.13,1244.31,1,0,0.8986972147349506,0.6666666666666666,0.5363811976819061,0.8021833934599614
SHP10371,2026-02-08,North,Truck,Low,343.6,17.0,10.57,11.44,1176.69,0,1,0.761904761904762,0.8888888888888888,0.6851255634256278,0.7531983019660683
SHP10372,2026-01-20,North,Van,Medium,123.2,7.0,5.16,3.14,599.94,1,0,0.2668463611859838,0.3333333333333333,0.15067611075338055,0.3353906781993886
SHP10373,2026-06-26,West,Bike,High,165.2,9.0,6.2,9.57,732.04,0,1,0.3611859838274932,0.4444444444444444,0.5647134578235673,0.4310861911592123
SHP10374,2026-01-18,South,Van,Low,142.9,8.0,5.66,5.52,503.48,1,0,0.31109613656783464,0.3888888888888889,0.30392788151963945,0.2655133944741455
SHP10375,2026-04-23,East,Van,Medium,72.6,17.0,5.15,6.75,697.95,0,1,0.15318957771787955,0.8888888888888888,0.3831294269156472,0.40639080859448573
SHP10376,2026-03-05,East,Truck,Medium,68.2,19.0,5.26,4.8,570.85,1,0,0.14330637915543576,1.0,0.25756600128783,0.3143173816664493
SHP10377,2026-02-01,East,Truck,Medium,421.4,19.0,12.33,11.94,1433.21,1,0,0.9366576819407008,1.0,0.7173213135866066,0.9390258037408904
SHP10378,2026-05-07,North,Truck,Low,198.2,15.0,7.46,7.69,869.71,0,1,0.43530997304582203,0.7777777777777778,0.44365743721828726,0.5308167079584474
SHP10379,2026-06-24,North,Truck,Low,173.7,10.0,6.47,6.22,637.33,1,0,0.38027852650494154,0.5,0.3490019317450097,0.36247663754509496
SHP10380,2026-05-23,North,Bike,Medium,328.9,11.0,9.68,10.09,1063.78,0,1,0.7288858939802335,0.5555555555555556,0.5981970379909852,0.6714043551962445
SHP10381,2026-06-25,West,Bike,Medium,249.7,19.0,8.89,9.92,1006.5,0,1,0.5509883198562443,1.0,0.5872504829362525,0.6299097376160878
SHP10382,2026-04-17,North,Truck,High,421.4,6.0,11.03,16.33,1180.02,0,1,0.9366576819407008,0.2777777777777778,1.0,0.7556106112632387
SHP10383,2026-05-02,East,Van,Medium,351.6,7.0,9.73,11.57,1029.9,0,1,0.779874213836478,0.3333333333333333,0.6934964584674824,0.646861100244853
SHP10384,2026-01-27,South,Bike,Medium,216.8,18.0,8.14,10.13,974.8,0,1,0.477088948787062,0.9444444444444444,0.6007726980038636,0.6069457121745555
SHP10385,2026-06-03,North,Bike,High,170.6,8.0,6.21,8.88,642.71,0,1,0.3733153638814016,0.3888888888888889,0.5202833226014167,0.36637400211529825
SHP10386,2026-05-15,South,Van,Medium,444.0,5.0,11.38,14.09,1179.25,0,1,0.9874213836477987,0.2222222222222222,0.8557630392788153,0.7550528100143434
SHP10387,2026-02-15,North,Truck,Medium,323.6,11.0,9.57,10.3,1079.24,0,1,0.7169811320754718,0.5555555555555556,0.6117192530585963,0.6826038452065313
SHP10388,2026-03-05,North,Van,High,428.1,7.0,11.26,11.29,1213.94,0,1,0.951707097933513,0.3333333333333333,0.6754668383773342,0.7801828429028846
SHP10389,2026-04-20,North,Van,Low,55.1,17.0,4.8,4.26,580.15,1,0,0.11388140161725067,0.8888888888888888,0.22279459111397298,0.3210544616855739
SHP10390,2026-01-03,West,Truck,Medium,383.0,18.0,11.46,13.56,1256.69,0,1,0.8504043126684636,0.9444444444444444,0.8216355441081779,0.8111516784746671
SHP10391,2026-05-28,East,Van,Medium,287.4,6.0,8.35,8.04,813.24,1,0,0.6356693620844563,0.2777777777777778,0.46619446233097234,0.48990886831544017
SHP10392,2026-02-20,West,Bike,Low,56.6,11.0,4.23,3.58,416.97,1,0,0.11725067385444743,0.5555555555555556,0.1790083708950419,0.20284406195215948
SHP10393,2026-01-14,South,Bike,Medium,265.5,19.0,9.21,9.42,1018.16,0,1,0.5864779874213837,1.0,0.5550547327752737,0.6383564422422161
SHP10394,2026-03-01,North,Bike,Low,309.4,15.0,9.69,11.53,1106.06,0,1,0.6850853548966755,0.7777777777777778,0.690920798454604,0.702032714681039
SHP10395,2026-05-31,East,Van,Low,7.5,5.0,2.65,2.79,270.42,0,1,0.00696316262353998,0.2222222222222222,0.12813908564069545,0.09668072036047
SHP10396,2026-02-19,West,Van,Medium,205.5,12.0,7.31,8.72,781.12,0,1,0.451707097933513,0.6111111111111112,0.5099806825499036,0.46664058764723776
SHP10397,2026-04-08,East,Bike,Low,371.8,12.0,10.64,11.59,1218.35,0,1,0.8252470799640611,0.6111111111111112,0.6947842884739215,0.783377522782921
SHP10398,2026-05-27,North,Bike,Medium,134.3,13.0,5.99,6.5,711.04,0,1,0.2917789757412399,0.6666666666666666,0.36703155183515784,0.41587342982570513
SHP10399,2026-01-07,South,Truck,High,207.4,1.0,6.25,8.15,605.23,0,1,0.45597484276729555,0.0,0.47327752736638773,0.33922284522101964
SHP10400,2026-05-17,West,Bike,High,200.2,6.0,6.6,7.07,631.45,0,1,0.439802336028751,0.2777777777777778,0.40373470701867364,0.35821706437171297
SHP10401,2026-02-21,East,Van,Low,137.3,17.0,6.45,3.89,798.95,1,0,0.2985175202156334,0.8888888888888888,0.1989697359948487,0.47955694643659175
SHP10402,2026-05-06,West,Bike,Low,413.5,5.0,10.77,11.15,1116.95,0,1,0.9189128481581311,0.2222222222222222,0.6664520283322602,0.7099216180582721
SHP10403,2026-02-03,East,Van,Low,352.0,6.0,9.64,10.1,1008.08,0,1,0.7807726864330637,0.2777777777777778,0.5988409529942048,0.6310543168021326
SHP10404,2026-01-26,North,Van,Low,51.5,7.0,3.73,4.51,344.02,0,1,0.10579514824797843,0.3333333333333333,0.23889246619446236,0.1499978267483809
SHP10405,2026-05-22,West,Truck,High,448.7,4.0,11.37,15.38,1139.1,0,1,0.9979784366576818,0.16666666666666666,0.9388280746941405,0.7259674591790903
SHP10406,2026-05-26,West,Van,Medium,395.9,3.0,10.22,12.88,978.89,0,1,0.8793800539083557,0.1111111111111111,0.7778493238892468,0.6099085785485576
SHP10407,2026-06-26,East,Van,Low,129.2,7.0,5.28,3.81,558.72,1,0,0.28032345013477084,0.3333333333333333,0.1938184159690921,0.305530200953333
SHP10408,2026-05-02,West,Van,High,376.9,17.0,11.24,13.23,1219.93,0,1,0.83670260557053,0.8888888888888888,0.8003863490019318,0.784522101968966
SHP10409,2026-03-25,North,Van,Medium,49.7,1.0,3.09,3.75,385.02,0,1,0.10175202156334232,0.0,0.18995492594977467,0.1796989322090378
SHP10410,2026-02-05,West,Bike,Low,449.6,6.0,11.59,14.7,1168.25,0,1,1.0,0.2777777777777778,0.8950418544752093,0.747084220744411
SHP10411,2026-02-23,North,Van,Low,300.2,2.0,8.2,9.74,759.86,0,1,0.6644204851752021,0.05555555555555555,0.5756600128783002,0.4512394778400776
SHP10412,2026-04-27,West,Truck,Medium,293.3,11.0,8.97,11.07,986.22,0,1,0.648921832884097,0.5555555555555556,0.6613007083065037,0.615218556671158
SHP10413,2026-03-04,North,Bike,Medium,42.5,5.0,3.35,3.12,372.32,1,0,0.08557951482479784,0.2222222222222222,0.14938828074694144,0.17049883368829774
SHP10414,2026-03-29,East,Van,Low,403.9,16.0,11.68,11.12,1299.49,1,0,0.8973495058400718,0.8333333333333334,0.6645202833226014,0.8421567349067675
SHP10415,2026-01-31,West,Van,High,15.0,12.0,3.5,5.84,394.75,0,1,0.023809523809523805,0.6111111111111112,0.3245331616226659,0.18674751162689612
SHP10416,2026-03-21,North,Bike,High,109.9,15.0,5.7,6.23,548.82,0,1,0.2369721473495058,0.7777777777777778,0.34964584674822935,0.29835847061039394
SHP10417,2026-02-12,North,Bike,High,66.1,13.0,4.62,5.97,468.93,0,1,0.13858939802336026,0.6666666666666666,0.33290405666452033,0.24048477999449444
SHP10418,2026-01-21,West,Truck,Low,350.0,9.0,9.9,9.93,1003.69,0,1,0.7762803234501348,0.4444444444444444,0.5878943979394721,0.6278741252662233
SHP10419,2026-01-24,North,Bike,Low,90.8,17.0,5.52,7.01,540.48,0,1,0.19407008086253366,0.8888888888888888,0.3998712169993561,0.29231683110937245
SHP10420,2026-04-04,East,Van,High,410.0,10.0,11.2,13.12,1207.26,0,1,0.9110512129380054,0.5,0.7933032839665164,0.7753437359644165
SHP10421,2026-03-07,West,Van,Low,296.0,19.0,9.82,7.37,1012.27,1,0,0.6549865229110512,1.0,0.4230521571152609,0.6340896248967705
SHP10422,2026-01-18,East,Bike,Medium,18.2,19.0,4.26,5.24,442.54,0,1,0.030997304582210238,1.0,0.2858982614294914,0.22136740991872042
SHP10423,2026-04-03,South,Van,Medium,4.4,12.0,3.29,2.77,321.51,1,0,0.0,0.6111111111111112,0.12685125563425628,0.1336911954332739
SHP10424,2026-01-30,South,Bike,Low,25.1,13.0,3.8,3.36,371.81,1,0,0.04649595687331536,0.6666666666666666,0.1648422408242112,0.17012938091305543
SHP10425,2026-01-03,East,Truck,Medium,273.5,5.0,7.97,8.58,829.54,0,1,0.6044474393530997,0.2222222222222222,0.5009658725048295,0.5017168687790672
SHP10426,2026-01-24,East,Bike,High,361.1,16.0,10.82,12.84,1216.17,0,1,0.8012129380053908,0.8333333333333334,0.7752736638763684,0.7817982932730618
SHP10427,2026-03-22,East,Truck,Medium,108.9,13.0,5.48,6.85,633.8,0,1,0.2347259658580413,0.6666666666666666,0.3895685769478429,0.35991944480665294
SHP10428,2026-06-21,North,Van,Medium,382.5,18.0,11.45,10.97,1319.36,1,0,0.8492812219227314,0.9444444444444444,0.6548615582743079,0.8565509047970906
SHP10429,2026-02-13,East,Van,High,27.6,6.0,3.15,3.96,340.06,0,1,0.05211141060197664,0.2777777777777778,0.20347714101738576,0.14712913461120528
SHP10430,2026-02-21,East,Van,Medium,360.8,15.0,10.72,12.57,1183.67,0,1,0.8005390835579514,0.7777777777777778,0.7578879587894399,0.7582547340664435
SHP10431,2026-02-13,East,Bike,Medium,417.7,9.0,11.25,11.69,1214.6,0,1,0.9283468104222821,0.4444444444444444,0.7012234385061172,0.7806609582590804
SHP10432,2026-03-05,North,Van,High,347.9,4.0,9.36,9.64,980.4,0,1,0.7715633423180592,0.16666666666666666,0.5692208628461044,0.6110024485301574
SHP10433,2026-05-10,East,Van,Medium,314.8,4.0,8.7,10.21,890.93,0,1,0.6972147349505841,0.16666666666666666,0.6059240180296201,0.5461888410773532
SHP10434,2026-02-27,East,Van,Low,377.4,11.0,10.65,12.14,1130.41,0,1,0.8378256963162622,0.5555555555555556,0.7301996136509982,0.7196722736558439
SHP10435,2026-04-29,North,Van,Low,20.0,7.0,3.1,2.43,275.04,1,0,0.035040431266846354,0.3333333333333333,0.10495814552479076,0.10002752785384159
SHP10436,2026-06-11,West,Bike,Low,92.4,2.0,4.05,1.34,322.49,1,0,0.19766397124887689,0.05555555555555555,0.034771410173857056,0.13440112429550427
SHP10437,2026-06-20,East,Van,Medium,58.0,9.0,4.06,5.15,428.57,0,1,0.12039532794249774,0.4444444444444444,0.2801030264005152,0.21124730154590632
SHP10438,2026-04-12,South,Bike,Medium,228.0,13.0,7.86,6.8,851.37,1,0,0.5022461814914645,0.6666666666666666,0.3863490019317451,0.5175308963938511
SHP10439,2026-05-09,East,Van,Medium,335.8,7.0,9.42,10.64,954.92,0,1,0.7443845462713388,0.3333333333333333,0.6336123631680619,0.5925442981121687
SHP10440,2026-06-15,East,Truck,Medium,284.2,19.0,9.58,9.62,1057.44,0,1,0.6284815813117699,1.0,0.5679330328396651,0.6668115501079381
SHP10441,2026-05-22,East,Van,Medium,383.3,15.0,11.17,11.04,1178.79,1,0,0.851078167115903,0.7777777777777778,0.6593689632968448,0.7547195780994189
SHP10442,2026-02-23,South,Van,High,71.5,10.0,4.43,5.5,501.35,0,1,0.1507187780772686,0.5,0.30264005151320034,0.2639703858246041
SHP10443,2026-01-24,West,Bike,Low,331.1,18.0,10.42,10.52,1175.96,0,1,0.7338274932614556,0.9444444444444444,0.625885383129427,0.7526694774054273
SHP10444,2026-01-21,West,Bike,Medium,88.5,9.0,4.67,4.34,437.87,1,0,0.18890386343216528,0.4444444444444444,0.2279459111397296,0.2179843815650309
SHP10445,2026-06-08,North,Bike,Medium,123.3,3.0,4.77,5.75,481.64,0,1,0.26707097933513024,0.1111111111111111,0.3187379265936897,0.249692122687298
SHP10446,2026-04-11,East,Van,Medium,320.0,1.0,8.5,8.74,816.78,0,1,0.7088948787061995,0.0,0.5112685125563426,0.4924733052259457
SHP10447,2026-02-23,North,Van,Low,441.1,18.0,12.62,14.24,1351.13,0,1,0.9809074573225517,0.9444444444444444,0.8654217643271089,0.8795656394430681
SHP10448,2026-03-04,South,Truck,Medium,276.0,19.0,9.42,10.72,1115.16,0,1,0.610062893081761,1.0,0.6387636831938185,0.7086249112588923
SHP10449,2026-02-20,West,Van,High,26.4,15.0,4.03,4.82,423.91,0,1,0.04941599281221922,0.7777777777777778,0.2588538312942692,0.20787151736428044
SHP10450,2026-05-25,North,Bike,Medium,278.1,2.0,7.76,7.47,749.42,1,0,0.6147798742138365,0.05555555555555555,0.4294913071474566,0.44367656220570545
SHP10451,2026-04-21,South,Truck,High,21.0,6.0,3.02,2.57,276.05,1,0,0.03728661275831087,0.2777777777777778,0.11397295556986478,0.10075918923226264
SHP10452,2026-06-08,North,Truck,High,398.1,1.0,10.06,12.49,1065.24,0,1,0.8843216531895778,0.0,0.7527366387636832,0.6724620043175265
SHP10453,2026-02-24,East,Bike,Medium,319.9,1.0,8.5,8.84,842.68,0,1,0.708670260557053,0.0,0.5177076625885383,0.5112357108706045
SHP10454,2026-03-27,South,Bike,Medium,79.6,5.0,4.09,1.76,331.16,1,0,0.16891284815813112,0.2222222222222222,0.06181584030907921,0.14068182147462366
SHP10455,2026-01-22,East,Van,Medium,43.1,11.0,3.96,3.69,437.29,1,0,0.08692722371967655,0.5555555555555556,0.18609143593045718,0.2175642195853436
SHP10456,2026-06-24,West,Van,High,84.2,2.0,3.88,4.32,319.42,0,1,0.1792452830188679,0.05555555555555555,0.22665808113329047,0.1321771634719868
SHP10457,2026-04-03,East,Truck,Low,441.1,19.0,12.72,15.02,1517.38,0,1,0.9809074573225517,1.0,0.9156471345782358,1.0
SHP10458,2026-04-10,East,Truck,Medium,207.4,9.0,7.05,5.82,738.23,1,0,0.45597484276729555,0.4444444444444444,0.32324533161622676,0.4355703336665652
SHP10459,2026-03-16,North,Van,High,353.3,6.0,9.67,10.19,904.68,0,1,0.7836927223719676,0.2777777777777778,0.604636188023181,0.5561495776647686
SHP10460,2026-02-18,North,Van,Low,287.1,10.0,8.74,10.0,947.7,0,1,0.6349955076370171,0.5,0.5924018029620091,0.5873140058822677
SHP10461,2026-06-20,West,Bike,Medium,258.4,16.0,8.77,11.15,1063.99,0,1,0.5705300988319855,0.8333333333333334,0.6664520283322602,0.6715564828095797
SHP10462,2026-03-30,West,Bike,Medium,67.0,6.0,3.94,3.39,446.32,1,0,0.14061096136567833,0.2777777777777778,0.16677398583386996,0.22410570695875168
SHP10463,2026-05-02,East,Truck,High,425.8,1.0,10.62,12.09,1157.15,0,1,0.9465408805031447,0.0,0.7269800386349002,0.7390431897538431
SHP10464,2026-01-07,South,Van,High,137.0,1.0,4.84,7.04,393.51,0,1,0.29784366576819404,0.0,0.4018029620090149,0.18584923429101283
SHP10465,2026-02-19,North,Van,Low,261.0,17.0,8.92,6.48,1041.25,1,0,0.5763701707097934,0.8888888888888888,0.3657437218287187,0.6550832355370104
SHP10466,2026-05-25,West,Truck,Medium,315.5,3.0,8.61,7.32,835.61,1,0,0.6987870619946092,0.1111111111111111,0.419832582099163,0.5061140812216571
SHP10467,2026-01-16,West,Van,Low,292.9,13.0,9.16,8.96,1008.47,1,0,0.6480233602875112,0.6666666666666666,0.5254346426271733,0.6313368395126121
SHP10468,2026-01-19,North,Truck,Medium,423.4,8.0,11.27,14.07,1138.2,0,1,0.9411500449236297,0.3888888888888889,0.8544752092723762,0.7253154836933686
SHP10469,2026-05-26,East,Truck,Medium,68.5,15.0,4.87,4.84,511.7,1,0,0.1439802336028751,0.7777777777777778,0.26014166130070837,0.27146810391040405
SHP10470,2026-02-25,East,Van,High,229.7,2.0,6.79,8.66,630.91,0,1,0.5060646900269541,0.05555555555555555,0.5061171925305861,0.35782587908027985
SHP10471,2026-02-19,South,Van,Low,183.0,18.0,7.46,8.67,887.03,0,1,0.4011680143755615,0.9444444444444444,0.5067611075338057,0.5433636139725591
SHP10472,2026-04-12,West,Van,Low,214.4,14.0,7.69,9.96,879.71,0,1,0.4716981132075471,0.7222222222222222,0.5898261429491308,0.5380608800220222
SHP10473,2026-02-05,North,Bike,Medium,55.4,9.0,4.01,3.68,416.34,1,0,0.11455525606469001,0.4444444444444444,0.18544752092723762,0.20238767911215425
SHP10474,2026-01-08,South,Truck,Medium,62.1,4.0,3.64,3.84,267.85,0,1,0.12960467205750223,0.16666666666666666,0.19575016097875084,0.09481896814013127
SHP10475,2026-01-01,North,Van,Medium,126.6,19.0,6.43,9.1,726.5,0,1,0.2744833782569631,1.0,0.5344494526722473,0.4270729198359919
SHP10476,2026-01-15,East,Bike,Low,138.5,6.0,5.37,3.32,499.12,1,0,0.3012129380053908,0.2777777777777778,0.1622665808113329,0.2623549354544269
SHP10477,2026-01-29,East,Truck,Low,193.7,10.0,6.87,7.83,765.28,0,1,0.42520215633423175,0.5,0.4526722472633613,0.45516581909853515
SHP10478,2026-05-06,West,Truck,High,275.7,8.0,8.31,9.17,923.56,0,1,0.6093890386343216,0.3888888888888889,0.5389568576947843,0.5698265745207979
SHP10479,2026-02-23,East,Bike,Low,286.3,5.0,8.23,8.27,887.4,0,1,0.6331985624438454,0.2222222222222222,0.4810045074050226,0.5436316483389113
SHP10480,2026-01-13,North,Van,Medium,186.5,8.0,6.53,6.84,640.32,0,1,0.4090296495956873,0.3888888888888889,0.3889246619446234,0.36464264499210386
SHP10481,2026-01-03,South,Van,High,185.1,3.0,6.0,6.62,457.94,0,1,0.40588499550763696,0.1111111111111111,0.3747585318737927,0.23252343489662566
SHP10482,2026-03-27,North,Truck,Low,99.5,1.0,4.09,2.45,277.39,1,0,0.2136118598382749,0.0,0.1062459755312299,0.10172990828878166
SHP10483,2026-06-01,East,Van,Medium,265.6,6.0,7.91,8.93,876.29,0,1,0.5867026055705301,0.2777777777777778,0.5235028976175145,0.5355833731762796
SHP10484,2026-03-02,East,Truck,Low,144.0,3.0,5.18,5.86,472.74,0,1,0.3135669362084456,0.1111111111111111,0.32582099162910505,0.24324480955071642
SHP10485,2026-01-12,West,Van,High,18.2,8.0,3.16,4.42,270.26,0,1,0.030997304582210238,0.3888888888888889,0.2330972311654862,0.09656481360745278
SHP10486,2026-02-11,South,Van,Medium,189.4,17.0,7.49,8.33,916.6,0,1,0.4155435759209344,0.8888888888888888,0.48486799742434006,0.5647846307645499
SHP10487,2026-03-31,South,Van,High,214.4,4.0,6.69,9.07,720.61,0,1,0.4716981132075471,0.16666666666666666,0.5325177076625885,0.42280610249054634
SHP10488,2026-02-03,North,Van,Low,103.1,1.0,4.16,2.54,365.92,1,0,0.22169811320754712,0.0,0.11204121056020606,0.16586256356760987
SHP10489,2026-06-26,South,Van,Medium,258.5,3.0,7.47,8.92,729.5,0,1,0.570754716981132,0.1111111111111111,0.522858982614295,0.42924617145506433
SHP10490,2026-05-18,South,Van,Medium,255.5,10.0,8.11,9.78,856.16,0,1,0.5640161725067385,0.5,0.5782356728911784,0.5210008548123034
SHP10491,2026-03-04,West,Bike,Low,316.5,6.0,8.93,11.82,934.52,0,1,0.7010332434860737,0.2777777777777778,0.7095943335479717,0.577766187102476
SHP10492,2026-06-21,West,Van,Low,292.3,10.0,8.85,8.48,1015.06,1,0,0.6466756513926325,0.5,0.49452672247263374,0.6361107489025078
SHP10493,2026-02-28,North,Van,Low,294.3,1.0,7.99,7.36,804.47,1,0,0.6511680143755616,0.0,0.4224082421120413,0.48355572941568503
SHP10494,2026-01-26,South,Van,High,143.7,7.0,5.57,8.08,594.81,0,1,0.3128930817610062,0.3333333333333333,0.4687701223438507,0.3316744179307746
SHP10495,2026-06-18,East,Van,Medium,354.8,8.0,9.9,11.75,1097.18,0,1,0.7870619946091644,0.3888888888888889,0.7050869285254348,0.6955998898885846
SHP10496,2026-06-22,South,Van,Medium,248.0,9.0,7.86,8.0,774.96,0,1,0.5471698113207546,0.4444444444444444,0.4636188023180941,0.46217817765607566
SHP10497,2026-02-26,North,Truck,Medium,195.3,11.0,7.01,7.22,781.63,0,1,0.428796046720575,0.5555555555555556,0.4133934320669672,0.46701004042248007
SHP10498,2026-04-18,West,Van,Medium,282.5,15.0,9.15,10.67,998.24,0,1,0.6246630727762803,0.7777777777777778,0.6355441081777206,0.623926051491575
SHP10499,2026-02-01,East,Bike,Medium,163.6,9.0,6.17,5.81,528.7,1,0,0.35759209344115,0.4444444444444444,0.3226014166130071,0.2837831964184813
SHP10500,2026-04-26,East,Bike,Medium,231.7,16.0,8.23,8.62,821.97,0,1,0.5105570530098831,0.8333333333333334,0.5035415325177077,0.49623303052694107
